営業者氏名,郵便番号,営業所所在地,営業所所在地ビル名,営業所電話番号,屋号,業種,業態,指令番号県記号,指令番号発令記号,指令番号（許可番号）,許可終了日,許可・交付日,初年度許可・交付日
株式会社アンセストラルＫ,810-0021,福岡市中央区今泉二丁目５番１７号,,092-739-3393,Ｂａｒ　Ｖｉｔａ天神店,食品の冷凍又は冷蔵業,なし,福,中保衛,33200001,2027/6/30,2021/4/26,2015/5/29
株式会社やばきゅーぶ,810-0041,福岡市中央区大名一丁目１３番３号,ｒｅｍｉｘ西通り２Ｆ,092-401-0972,メイド喫茶　ぷりもふぃーね福岡店,飲食店営業,一般食堂,福,中保衛,33010051,2027/6/30,2021/4/26,2021/4/26
株式会社ミツバチ,810-0004,福岡市中央区渡辺通五丁目１５番６号,縄田ビル１Ｆ,,Ｍｉｔｓｕｂａｃｈｉ　Ｃａｆｅ,飲食店営業,一般食堂,福,中保衛,33010029,2027/6/30,2021/4/26,2021/4/26
一般社団法人良縁,,福岡市内一円,,,ワンヘルスカー,飲食店営業,移動Ｂ,福,中保衛,33010019,2026/6/30,2021/4/26,2021/4/26
一般社団法人良縁,,福岡市内一円,,,良縁,飲食店営業,仮設(仮設営業),福,中保衛,33670002,2026/6/30,2021/4/26,2021/4/26
ロイヤルフードサービス株式会社,810-0065,福岡市中央区地行浜二丁目２番６号,Ｅ・ＺＯ　ＦＵＫＵＯＫＡ　３Ｆ,,ＲＯＹＡＬ　ＣＡＦＥ　Ｅ・ＺＯ,飲食店営業,一般食堂,福,中保衛,33010069,2027/6/30,2021/4/26,2021/4/26
株式会社アマージュ,810-0021,福岡市中央区今泉一丁目２３番７号,オオスミビル１，２Ｆ,092-735-7777,天神くろがね今泉店,飲食店営業,一般食堂,福,中保衛,33020014,2027/6/30,2021/4/26,2009/5/25
,,福岡市内一円,,,ｃｈｏｋｏｃａｆｅ２３,喫茶店営業,移動営業,福,南保衛,33230002,2026/6/30,2021/4/26,2021/4/26
,814-0103,福岡市城南区鳥飼五丁目１３番２８号,リヴィエール鳥飼Ⅱ－１０１号,,鮨　松尾,飲食店営業,すし屋,福,城保衛,32010059,2027/6/30,2021/4/26,2021/4/26
,814-0104,福岡市城南区別府三丁目１７番４号,別府エスペシオ１０１号,,ＣＨＥＥＳＥＣＡＫＥ  ＬＥＭＯＮ,菓子製造業,一般,福,城保衛,32050010,2027/6/30,2021/4/26,2021/4/26
,814-0104,福岡市城南区別府三丁目１７番４号,別府エスペシオ１０１号,,ＣＨＥＥＳＥＣＡＫＥ  ＬＥＭＯＮ,飲食店営業,一般食堂,福,城保衛,32010055,2027/6/30,2021/4/26,2021/4/26
株式会社ドリームグループ,819-0014,福岡市西区豊浜三丁目１番１０号,イオンマリナタウン２Ｆ１０８区画,092-895-6860,ナチュラルナチュラル　イオンマリナタウン店,魚介類販売業,一般,福,西保衛,33130002,2027/6/30,2021/4/26,2021/4/26
,819-0374,福岡市西区千里２０８番地１,,,Ｂｅｒｒｉｅｓ　Ｃａｆｅ,飲食店営業,一般食堂,福,西保衛,33020001,2027/6/30,2021/4/26,2015/6/9
株式会社ブルースカイ,,福岡市内一円,,,しろくまコーヒー,喫茶店営業,移動営業,福,西保衛,33230001,2026/6/30,2021/4/26,2021/4/26
,811-0204,福岡市東区奈多一丁目１２番２５号,,092-607-5848,おばんざい,飲食店営業,一般食堂,福,東保衛,33020001,2027/6/30,2021/4/27,2009/5/8
合同会社ＴＩＲＵＰＡＴＩ,813-0013,福岡市東区香椎駅前二丁目１２番３７号,２Ｆ,092-662-3277,アジアンフード＆バームスカン,飲食店営業,一般食堂,福,東保衛,33010021,2027/6/30,2021/4/27,2021/4/27
,812-0013,福岡市博多区博多駅東二丁目３番２９号,東福博多駅東ビル　３Ｆ,,ＨＡＫＡＴＡ　Ｎｏ．１,飲食店営業,バー,福,博保衛,32010738,2027/6/30,2021/4/27,2021/4/27
,812-0879,福岡市博多区銀天町二丁目１番２０号,,,ＳＨＩＲＯＹＡＭＡ,飲食店営業,一般食堂,福,博保衛,33010092,2027/6/30,2021/4/27,2021/4/27
,812-0879,福岡市博多区銀天町一丁目７番１号,ワイズワン雑餉　Ｂ１Ｆ,,ＢＡＲ　Ｕ,飲食店営業,一般食堂,福,博保衛,33010077,2027/6/30,2021/4/27,2021/4/27
株式会社　サンケイフーヅ,812-0893,福岡市博多区那珂三丁目２６番２０号の１,,092-414-1140,株式会社サンケイフーヅ,菓子製造業,一般,福,博保衛,33050009,2027/6/30,2021/4/27,2021/4/27
株式会社　ｐｅａｃｅ　ｐｕｔ,812-0011,福岡市博多区博多駅前四丁目１４番１号,博多深見パークビルディング　１Ｆ,092-477-1050,ダコメッカ,飲食店営業,一般食堂,福,博保衛,33010059,2027/6/30,2021/4/27,2021/4/27
ＬａＬａＦａｃｅ株式会社,810-0071,福岡市中央区那の津三丁目１５番９号,,092-731-7788,ＳＯＬ（ソル）,飲食店営業,旅館,福,中保衛,33020016,2027/6/30,2021/4/27,2009/4/6
,810-0022,福岡市中央区薬院二丁目２番２号,薬院ビル１０２号,092-406-4510,ｃａｆｅ　＆　ｂａｒ　ｋｎｏｔ,飲食店営業,一般食堂,福,中保衛,33020015,2027/6/30,2021/4/27,2015/4/27
,810-0073,福岡市中央区舞鶴二丁目８番２５号,ビーハウス２Ｆ,,ｃａｆｅ　ＷｉｌｌＡｒｋ,飲食店営業,一般食堂,福,中保衛,33010078,2027/6/30,2021/4/27,2021/4/27
株式会社ふくや,810-0004,福岡市中央区渡辺通一丁目１１番１６号,,092-731-3014,たべごろ百旬館,菓子製造業,一般,福,中保衛,33050011,2027/6/30,2021/4/27,2021/4/27
,810-0014,福岡市中央区平尾四丁目４番１０号,橋詰ビル１Ｆ,,おべんとう屋さん,飲食店営業,弁当屋,福,中保衛,33010071,2027/6/30,2021/4/27,2021/4/27
合同会社ａｎｄＫ,810-0041,福岡市中央区大名二丁目１番５７号,ＣＳビル７Ｆ,092-713-8876,金のバル／ＳＡＬＶＡ　天神店,飲食店営業,一般食堂,福,中保衛,33010080,2027/6/30,2021/4/27,2021/4/27
,815-0075,福岡市南区長丘三丁目２番３０号,シャトレ第２長住１０１号,,パタゴニアの南,飲食店営業,一般食堂,福,南保衛,32010174,2027/6/30,2021/4/27,2021/4/27
,815-0082,福岡市南区大楠三丁目１７番１０－１０６号,,,コーポ１０６,飲食店営業,弁当屋,福,南保衛,33010011,2027/6/30,2021/4/27,2021/4/27
株式会社タケノ,815-0033,福岡市南区大橋一丁目５番１号,レイリア大橋Ｂ１Ｆ,092-555-9158,スパゲティのパンチョ大橋店,飲食店営業,一般食堂,福,南保衛,33010017,2027/6/30,2021/4/27,2021/4/27
株式会社ＬＥＯＣ,819-0167,福岡市西区今宿一丁目３番１７号,,,ＰＤハウス今宿,飲食店営業,一般食堂,福,西保衛,33010007,2027/6/30,2021/4/27,2021/4/27
株式会社リュウセイ,813-0062,福岡市東区松島五丁目２０番２３号,,092-612-9123,焼肉のりゅうせい,飲食店営業,一般食堂,福,東保衛,33010029,2027/6/30,2021/4/28,2021/4/28
有限会社福芳マンション,812-0053,福岡市東区箱崎一丁目１２番１１号,,,ＡＬＰＨＡ,飲食店営業,一般食堂,福,東保衛,33010012,2027/6/30,2021/4/28,2021/4/28
株式会社　クプロ,812-0026,福岡市博多区上川端町４番２１８号,,092-271-2255,博多　春宵,飲食店営業,すし屋,福,博保衛,33010089,2027/6/30,2021/4/28,2021/4/28
,812-0044,福岡市博多区千代三丁目１９番２－１０１号,２棟　１２６号,,えべす,飲食店営業,弁当屋,福,博保衛,33010043,2027/6/30,2021/4/28,2021/4/28
アイ・ケイ・ケイ株式会社,812-0854,福岡市博多区東月隈三丁目２６番７０号,,092-504-1313,ラ・ラ　シャンス博多の森,食品の冷凍又は冷蔵業,なし,福,博保衛,32190016,2027/6/30,2021/4/28,2021/4/28
株式会社土田海産,810-0001,福岡市中央区天神一丁目４番１号,博多大丸東館Ｂ２Ｆ,092-731-2375,（株）土田海産,魚介類販売業,一般,福,中保衛,33140001,2027/6/30,2021/4/28,2015/6/8
,810-0001,福岡市中央区天神三丁目３番２６号,佐伯ビル　３Ｆ,092-791-5477,不思議博物館分室サナトリウム,飲食店営業,主として喫茶,福,中保衛,33020020,2027/6/30,2021/4/28,2015/5/20
有限会社メッシーナ,810-0023,福岡市中央区警固一丁目１２番１号,ビラージュけやき通り１Ｆ,092-732-3546,ビストロ　ラ　ポーレ,飲食店営業,一般食堂,福,中保衛,33020019,2027/6/30,2021/4/28,2009/5/1
,810-0014,福岡市中央区平尾二丁目１５番３号,ダイヤパレス平尾第３－１０３号,092-522-3366,喫茶アザラシ,飲食店営業,一般食堂,福,中保衛,33020018,2027/6/30,2021/4/28,2015/4/21
,,福岡市内一円,,,赤司農園,喫茶店営業,仮設(仮設営業),福,中保衛,33700001,2026/6/30,2021/4/28,2016/4/22
,,福岡市内一円,,,赤司農園,喫茶店営業,仮設(仮設営業),福,中保衛,33700002,2026/6/30,2021/4/28,2016/4/22
,810-0073,福岡市中央区舞鶴一丁目８番３０号,プリズモ２１ビル　５Ｆ,050-5580-7006,ＴＨＥ　ＦＩＶＥ　ＰＥＮＮＩＥＳ,飲食店営業,一般食堂,福,中保衛,33020021,2027/6/30,2021/4/28,2015/5/13
株式会社ドリーム・チーム,810-0003,福岡市中央区春吉二丁目４番１４号,カンデオホテルズ　ザ・博多テラス１Ｆ－Ａ,092-406-7108,焼き鳥　うま中,飲食店営業,一般食堂,福,中保衛,33010064,2027/6/30,2021/4/28,2021/4/28
,810-0041,福岡市中央区大名二丁目１番５０号,第１公建ビル１Ｆ,,Ｌａ　Ｖｉｅ　ｅｎ　ｒｏｓｅ,飲食店営業,バー,福,中保衛,33010081,2027/6/30,2021/4/28,2021/4/28
,810-0003,福岡市中央区春吉三丁目１６番４１号,ＲＡＧＡＺＺＡ春吉　２ＦＥ,092-406-7727,ＧＯ　ＰＥＡＣＥ,飲食店営業,一般食堂,福,中保衛,33010075,2027/6/30,2021/4/28,2021/4/28
合同会社ＳＳコンサルティング,810-0041,福岡市中央区大名一丁目３番５－１号,ＡＲＫ　ＣＵＢＥⅡ　１０２号,,＃Ｈｅａｒｔ　Ｓａｎｄ,飲食店営業,一般食堂,福,中保衛,33010087,2027/6/30,2021/4/28,2021/4/28
株式会社ＢＬＵＥ　ＬＡＢＯ,810-0023,福岡市中央区警固二丁目１５番３号,ＣＡＮＮＥＲＹ警固本通り５Ｆ,,昌瑞,飲食店営業,一般食堂,福,中保衛,33010026,2027/6/30,2021/4/28,2021/4/28
,810-0001,福岡市中央区天神三丁目６番５号,スパジオビル２Ｆ,092-724-5911,Ｂａｒ　Ｎｉｇｈｔ　Ｓｃｏｏｐ,飲食店営業,バー,福,中保衛,33010082,2027/6/30,2021/4/28,2021/4/28
株式会社Ｅｉｇｈｔ,814-0121,福岡市城南区神松寺二丁目１３番１７号,,,白白餃子　福大通り店,飲食店営業,弁当屋,福,城保衛,33010006,2027/6/30,2021/4/28,2021/4/28
,814-0123,福岡市城南区長尾五丁目３１番８号,,,ｇａｒｄｅｎ,飲食店営業,一般食堂,福,城保衛,33010009,2027/6/30,2021/4/28,2021/4/28
株式会社ＨＩＫ,814-0002,福岡市早良区西新四丁目９番１８－７号　２Ｆ,,,Ｔａｌｌｙ－ｈｏ,飲食店営業,バー,福,早保衛,33010012,2027/6/30,2021/4/28,2021/4/28
ＭＴ ＧＲＯＵＰ合同会社,812-0053,福岡市東区箱崎一丁目１０番１１号,,,ＢＡＮＨ ＭＩ ＧＲＥＥＮ,飲食店営業,一般食堂,福,東保衛,33010010,2027/6/30,2021/4/30,2021/4/30
,813-0025,福岡市東区青葉七丁目６１番１号,,092-691-7899,ラーメン山小屋　土井店,飲食店営業,一般食堂,福,東保衛,33010033,2027/6/30,2021/4/30,2021/4/30
有限会社　イートレスト,812-0012,福岡市博多区博多駅中央街６番３号,博多中央街ビル　６Ｆ,092-433-8018,ざかぐらのＨＡＮＡＲＥ,飲食店営業,一般食堂,福,博保衛,33010086,2027/6/30,2021/4/30,2021/4/30
有限会社　ウィナー,810-0801,福岡市博多区中洲二丁目４番１７号,中栄ビル　１階　１０２号,092-281-2020,とり皮　中華そば　かわのそば,飲食店営業,一般食堂,福,博保衛,33010060,2027/6/30,2021/4/30,2021/4/30
,812-0041,福岡市博多区吉塚二丁目１番３０号,,,日本酒とワインのお店　あすなろ,飲食店営業,一般食堂,福,博保衛,33010081,2027/6/30,2021/4/30,2021/4/30
株式会社　三味,812-0013,福岡市博多区博多駅東二丁目９番６号,ソリューションビル　１Ｆ,,元祖トマトラーメンと元祖豆乳ラーメンと元祖トマトもつ鍋　三味（３３３）　博多駅東店,飲食店営業,一般食堂,福,博保衛,33010098,2027/6/30,2021/4/30,2021/4/30
,810-0801,福岡市博多区中洲二丁目２番７号,新中洲ビル　２階　Ｄ号室,092-262-6910,ＢＡＲ．．．Nａｇｉｓａ,飲食店営業,バー,福,博保衛,33010094,2027/6/30,2021/4/30,2021/4/30
合同会社　Ｋｓｔａｒ－ｆｏｏｄ,,福岡市内一円,,,ＫＳＴＡＲ－ＦＯＯＤ,飲食店営業,移動Ｂ,福,博保衛,33010103,2026/6/30,2021/4/30,2021/4/30
新世界　株式会社,,福岡市内一円,,,新世界,飲食店営業,移動Ｂ,福,博保衛,33010104,2026/6/30,2021/4/30,2021/4/30
ＰＡＴ　株式会社,812-0013,福岡市博多区博多駅東二丁目９番２０号,２Ｆ,,ＳＥＮ　ＶＡＮＧ　ＲＥＳＴＡＵＲＡＮＴ,飲食店営業,一般食堂,福,博保衛,33010087,2027/6/30,2021/4/30,2021/4/30
,810-0022,福岡市中央区薬院二丁目２番３３号,ＯＡＳ薬院ビル１Ｆ,092-215-2558,お好み焼　好々家,飲食店営業,一般食堂,福,中保衛,33020028,2027/6/30,2021/4/30,2009/4/27
株式会社増屋,810-0042,福岡市中央区赤坂一丁目１番５号,鶴田けやきビル１Ａ,092-739-2030,モスバーガー　赤坂けやき通り店,飲食店営業,一般食堂,福,中保衛,33020025,2027/6/30,2021/4/30,2003/6/23
,810-0001,福岡市中央区天神三丁目１４番２号,公建ビル２　１F,092-714-7650,立呑み　喜楽,飲食店営業,一般食堂,福,中保衛,33020024,2027/6/30,2021/4/30,2009/6/24
,810-0041,福岡市中央区大名一丁目４番２４号,タケダビル,092-406-2929,まんぷく屋,飲食店営業,一般食堂,福,中保衛,33020023,2027/6/30,2021/4/30,2015/4/14
株式会社珈琲舎のだ,810-0041,福岡市中央区大名二丁目１０番１号,Ａ－１１０,092-741-5357,珈琲舎のだ,飲食店営業,主として喫茶,福,中保衛,33020030,2027/6/30,2021/4/30,2009/6/12
株式会社ドトールコーヒー,810-0001,福岡市中央区天神三丁目１６番２３号,,092-735-3618,ドトールコーヒーショップ福岡天神３丁目店,飲食店営業,一般食堂,福,中保衛,33010097,2027/6/30,2021/4/30,2021/4/30
有限会社ぼんちゃん,810-0002,福岡市中央区西中洲１１番６号,三光ビル３階,,地酒屋ぼんちゃん,飲食店営業,一般食堂,福,中保衛,33010066,2027/6/30,2021/4/30,2021/4/30
株式会社ＦｉｅｌｄＣｏｍｐａｎｙ,810-0021,福岡市中央区今泉一丁目２番１３号,ライフ天神福岡１０Ｆ,092-791-2219,ＤＲＥＩＥＣＫ　ＰＡＲＫ　ＳÜＤ,飲食店営業,バー,福,中保衛,33010046,2027/6/30,2021/4/30,2021/4/30
,810-0021,福岡市中央区今泉一丁目９番６号,レジデンス松寿１０４,,Ｂｌａｃｋ　Ｐｅａｃｈ,飲食店営業,一般食堂,福,中保衛,33010074,2027/6/30,2021/4/30,2021/4/30
株式会社ｋｉｎｏ　ｃｉｎｅｍａ,810-0023,福岡市中央区警固一丁目１５番３８号,カイタックスクエアガーデン１号　３階,092-406-7805,ｋｉｎｏ　ｃｉｎéｍａ天神,飲食店営業,一般食堂,福,中保衛,33010083,2027/6/30,2021/4/30,2021/4/30
,810-0014,福岡市中央区平尾三丁目２２番３号,平丘ビル２Ｆ,,ＭＯＮＤＯ　ＨＩＲＡＯ,飲食店営業,一般食堂,福,中保衛,32010988,2027/6/30,2021/4/30,2021/4/30
株式会社Ｔ＆Ａ,810-0044,福岡市中央区六本松三丁目１１番３９号,名古屋ビル１０２,092-406-7029,精肉店　和達,食肉販売業,一般,福,中保衛,32330102,2027/6/30,2021/4/30,2021/4/30
株式会社Ｔ＆Ａ,810-0044,福岡市中央区六本松三丁目１１番３９号,名古屋ビル１０２,092-406-7029,精肉店　和達,そうざい製造業,なし,福,中保衛,32570025,2027/6/30,2021/4/30,2021/4/30
株式会社Ｔ＆Ａ,810-0044,福岡市中央区六本松三丁目１１番３９号,名古屋ビル１０２,092-406-7029,精肉店　和達,飲食店営業,一般食堂,福,中保衛,32010686,2027/6/30,2021/4/30,2021/4/30
,,福岡市内一円,,,幸屋,飲食店営業,仮設(仮設営業),福,南保衛,33670002,2026/6/30,2021/4/30,2021/4/30
,814-0101,福岡市城南区荒江一丁目５番２１号,,,ＰＯＷ　ＰＯＷ　ＰＯＷ！！,飲食店営業,一般食堂,福,城保衛,33010008,2027/6/30,2021/4/30,2021/4/30
,814-0171,福岡市早良区野芥三丁目１４番２号,,,満笑屋,飲食店営業,一般食堂,福,早保衛,33010018,2027/6/30,2021/4/30,2021/4/30
,814-0164,福岡市早良区賀茂三丁目１５番１５号,,092-801-7718,ローソン賀茂店,飲食店営業,一般食堂,福,早保衛,33010008,2027/6/30,2021/4/30,2021/4/30
,814-0171,福岡市早良区野芥四丁目４５番４８－１号,,092-834-7880,ハジマル,飲食店営業,一般食堂,福,早保衛,33010016,2027/6/30,2021/4/30,2021/4/30
,,福岡市内一円,,,ＢＡＲ　ＴＥＴＲＡ,飲食店営業,仮設(仮設営業),福,西保衛,33670002,2026/6/30,2021/4/30,2021/4/30
Ｌａｎｇａ　Ｊａｐａｎ株式会社,819-0022,福岡市西区福重一丁目１８番１０号,,092-982-2861,Ｌａｎｇａ　Ｊａｐａｎ株式会社,菓子製造業,一般,福,西保衛,33050004,2027/6/30,2021/4/30,2021/4/30
Ｌａｎｇａ　Ｊａｐａｎ株式会社,819-0022,福岡市西区福重一丁目１８番１０号,,092-982-2861,Ｌａｎｇａ　Ｊａｐａｎ株式会社,そうざい製造業,なし,福,西保衛,33570001,2027/6/30,2021/4/30,2021/4/30
Ｌａｎｇａ　Ｊａｐａｎ株式会社,819-0022,福岡市西区福重一丁目１８番１０号,,092-982-2861,Ｌａｎｇａ　Ｊａｐａｎ株式会社,食品の冷凍又は冷蔵業,なし,福,西保衛,33190001,2027/6/30,2021/4/30,2021/4/30
,819-0054,福岡市西区上山門三丁目４番１０号,,092-517-1432,Ｃａｐｐａｄｏｃｉａ　Ｋｉｔｃｈｅｎ,飲食店営業,一般食堂,福,西保衛,33010006,2027/6/30,2021/4/30,2021/4/30
,812-0053,福岡市東区箱崎一丁目７番４５号,,092-651-0237,スナック 瞳,飲食店営業,一般食堂,福,東保衛,33020003,2027/6/30,2021/5/6,2003/7/1
